,Full Name,PAN,APP,ALLO,NOT_DIST,NEAR,DIST,TOTAL,MAX_DIST_NS,MAX_DIST_DIST,P1,P2,P3,P4,Year,URN,PTRWM_EXP,PTRWM_HIGH,READPROG,WRITPROG,MATPROG,READ_AVERAGE,GPS_AVERAGE,MAT_AVERAGE,Latitude,Longitude,Easting,Northing,within_500m,within_1km,within_2km,within_3km,within_5km,Grade,P1/plc,PAN_bin
322,Weston Primary & Nursery School,20,53,20,6.0,6.0,8.0,20.0,732.54,8811.01,17.0,7.0,17.0,12.0,2019,117413,0.7,0.1,2.1,1.2,-0.7,108,107,105,51.956971,-0.164168,526247,230312,0,0,0,0,13,2.0,0.85,<30
323,Beech Hyde Primary and Nursery School,30,38,18,12.0,5.0,0.0,18.0,1813.04,0.0,14.0,16.0,5.0,3.0,2019,145487,0.59,0.24,0.7,-0.9,-1.1,107,108,105,51.807436,-0.288316,518108,213474,0,1,1,1,16,4.0,0.4666666666666667,30
324,St Helen's Church of England Primary School **,30,57,30,0.0,0.0,0.0,30.0,0.0,0.0,35.0,14.0,1.0,7.0,2019,117462,0.82,0.13,2,-0.1,0,109,109,106,51.809905,-0.298459,517402,213732,0,1,1,4,16,2.0,1.1666666666666667,30
325,St Paul's Walden Primary School,15,31,15,12.0,3.0,0.0,15.0,479.89,0.0,21.0,6.0,2.0,2.0,2019,117144,0.67,0,-3.2,1.3,-2,101,100,102,51.876579,-0.286186,518074,221167,0,0,0,1,4,2.0,1.4,<30
326,Widford Primary School,8,9,2,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,4.0,2019,117176,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,51.822685,0.055923,541791,215783,0,0,1,2,6,3.0,0.125,<30
327,St Bartholomew's C of E VA Primary School **,15,46,15,0.0,0.0,0.0,15.0,0.0,0.0,21.0,10.0,11.0,4.0,2019,117463,0.69,0.19,-1,-2.1,-0.8,107,108,106,51.782318,-0.643485,493674,210165,0,0,1,3,7,1.0,1.4,<30
328,St Michael's Woolmer Green VA C of E Primary School **,30,82,26,0.0,0.0,0.0,26.0,0.0,0.0,20.0,35.0,18.0,9.0,2019,117461,0.79,0.07,1.9,-1.5,2.1,108,108,108,51.851656,-0.180828,525395,218571,0,0,3,3,18,2.0,0.6666666666666666,30
329,Divine Saviour RC Primary School **,30,123,30,0.0,0.0,0.0,30.0,0.0,0.0,41.0,36.0,35.0,11.0,2019,117485,0.9,0.07,1.8,0.8,0.7,108,108,107,51.700427,-0.428192,508721,201356,1,1,5,12,28,2.0,1.3666666666666667,30
330,Woodside Primary School,30,103,30,7.0,7.0,16.0,30.0,513.93,3651.25,22.0,30.0,31.0,20.0,2019,117321,0.73,0,1.4,-1.2,0.9,106,108,105,51.708179,-0.091366,531974,202773,0,1,2,7,20,2.0,0.7333333333333333,30
331,Hertsmere Jewish Primary School **,60,154,60,0.0,0.0,0.0,60.0,0.0,0.0,71.0,32.0,32.0,19.0,2019,131955,0.82,0.23,-0.5,1.7,1.2,107,109,108,51.669866,-0.306127,517235,198146,0,0,3,9,21,1.0,1.1833333333333333,60
332,St John's Catholic Primary (Mill End) **,30,78,30,0.0,0.0,0.0,30.0,0.0,0.0,25.0,20.0,13.0,20.0,2019,117475,0.74,0.13,2.1,1,2.9,107,107,107,51.637248,-0.491158,504515,194238,2,3,5,8,14,2.0,0.8333333333333334,30
333,Sarratt Church of England School,26,45,16,4.0,4.0,7.0,16.0,1310.44,5752.43,12.0,7.0,11.0,15.0,2019,117404,0.73,0.12,-1.5,-1.8,1,105,107,107,51.682036,-0.491767,504370,199218,0,0,0,2,13,2.0,0.46153846153846156,<30
334,Holy Rood Catholic Primary School **,60,171,60,0.0,0.0,0.0,60.0,0.0,0.0,75.0,44.0,24.0,28.0,2019,127416,0.86,0.2,0.9,0.1,1.7,109,112,108,51.68146,-0.425927,508923,199250,0,1,8,16,33,1.0,1.25,60
335,Knutsford Primary Academy,60,219,60,29.0,31.0,0.0,60.0,657.28,0.0,84.0,61.0,38.0,36.0,2019,117165,0.67,0.24,2,-1.1,1.3,108,109,107,51.671116,-0.387268,511621,198158,0,2,9,20,40,3.0,1.4,60
336,Abbots Langley School,60,212,60,29.0,12.0,19.0,60.0,1389.29,1516.45,62.0,80.0,35.0,35.0,2018,117083,0.63,0.02,-1.3,-0.2,-2.6,104,105,102,51.709592,-0.417656,509427,202391,0,0,3,8,27,2.0,1.0333333333333334,60
337,Tanners Wood JMI School,60,141,60,26.0,14.0,16.0,60.0,1119.35,8295.14,43.0,38.0,40.0,20.0,2018,117178,0.76,0.09,-0.1,1.2,2.2,104,108,107,51.699421,-0.422873,509091,201252,1,1,6,11,26,2.0,0.7166666666666667,60
338,Albury Church of England Voluntary Aided Primary (Bishop's Stortford) **,10,15,6,0.0,0.0,0.0,6.0,0.0,0.0,5.0,2.0,7.0,1.0,2018,117419,0.5,0.1,-2.6,-1.2,-2.7,106,110,106,51.90238,0.08577,543594,224704,0,0,0,1,4,2.0,0.5,<30
339,Aldbury C of E Primary & Nursery School,15,43,10,5.0,3.0,2.0,10.0,1417.0,5359.61,8.0,15.0,11.0,9.0,2018,117382,0.6,0,4.6,-2.9,-0.9,111,107,105,51.803223,-0.602044,496488,212544,0,0,0,0,8,2.0,0.5333333333333333,<30
340,Ashwell Primary School,30,53,28,10.0,14.0,4.0,28.0,1461.8,6726.37,28.0,5.0,14.0,7.0,2018,117084,0.67,0.11,0.9,-1.9,-2.9,108,105,103,52.039996,-0.153463,526748,239564,0,0,0,0,0,2.0,0.9333333333333333,30
341,Hartsfield JMI School,60,114,59,23.0,24.0,11.0,59.0,1084.72,4801.46,55.0,34.0,17.0,7.0,2018,117376,0.8,0.07,1.9,-2.2,0,108,107,106,51.990428,-0.184912,524729,233997,0,1,3,4,10,2.0,0.9166666666666666,60
342,St John's Catholic Primary and Nursery School (Baldock) **,30,60,15,0.0,0.0,0.0,15.0,0.0,0.0,13.0,22.0,17.0,8.0,2018,138316,0.64,0.18,1.4,1.6,-0.6,106,106,104,51.983349,-0.181861,524958,233215,0,2,2,5,10,2.0,0.43333333333333335,30
343,St Mary's Church of England (VC) Infant (Baldock),60,141,60,24.0,22.0,14.0,60.0,1246.08,1892.54,58.0,52.0,24.0,7.0,2018,117385,0.64,0.08,-1.1,-0.1,-1.3,104,106,104,51.981225,-0.193424,524170,232959,0,1,4,6,12,2.0,0.9666666666666667,60
344,Bayford (C of E) VC Primary School,15,31,15,7.0,2.0,6.0,15.0,1821.44,19896.0,12.0,8.0,6.0,5.0,2018,117387,0.57,0.21,1,2,4.2,103,105,106,51.757226,-0.10624,530805,208201,0,0,0,0,10,2.0,0.8,<30
345,Bridgewater Primary School,60,158,60,24.0,24.0,12.0,60.0,1043.38,2138.41,63.0,39.0,32.0,24.0,2018,117541,0.6,0.07,0,-3.1,-4,108,106,104,51.770612,-0.576042,498352,208952,0,2,4,4,9,2.0,1.05,60
346,Greenway Primary & Nursery School (Berkhamsted),30,155,30,11.0,19.0,0.0,30.0,530.8,0.0,39.0,43.0,55.0,18.0,2018,117276,0.73,0.24,-0.1,-0.8,-2,108,107,106,51.756653,-0.582344,497947,207391,1,1,4,5,6,2.0,1.3,30
347,St Mary's VA C of E Primary School (Northchurch) **,30,58,28,0.0,0.0,0.0,28.0,0.0,0.0,27.0,14.0,7.0,10.0,2018,117424,0.81,0.33,2.3,0.8,1.1,109,109,108,51.770209,-0.58947,497426,208889,0,2,4,4,8,2.0,0.9,30
348,St Thomas More Catholic Primary (Berkhamsted) **,30,50,29,0.0,0.0,0.0,29.0,0.0,0.0,23.0,10.0,9.0,8.0,2018,117479,0.63,0.1,1.5,-0.2,-0.6,107,108,104,51.759852,-0.58065,498057,207749,1,2,4,5,6,1.0,0.7666666666666667,30
349,Westfield Primary School,30,134,30,14.0,14.0,2.0,30.0,910.88,829.48,38.0,59.0,26.0,11.0,2018,117254,0.67,0.13,0.6,-0.2,-1.6,107,108,105,51.765866,-0.584229,497797,208413,0,3,4,4,8,1.0,1.2666666666666666,30
350,All Saints C of E Primary and Nursery (Bishop's Stortford) **,30,73,17,0.0,0.0,0.0,17.0,0.0,0.0,17.0,35.0,15.0,9.0,2018,117472,0.67,0.1,0.9,0.5,-0.4,105,104,103,51.875326,0.176888,549952,221879,1,1,5,9,11,2.0,0.5666666666666667,30
351,Hillmead Primary School,30,105,30,20.0,10.0,0.0,30.0,454.25,0.0,37.0,28.0,22.0,16.0,2018,117310,0.71,0,-0.4,-0.1,-1.3,105,108,104,51.870922,0.136523,547188,221307,0,1,5,10,13,2.0,1.2333333333333334,30
352,Manor Fields Primary School **,60,140,46,27.0,13.0,6.0,46.0,663.34,17428.0,44.0,41.0,33.0,22.0,2018,144960,0.76,0.15,0,0.5,1.6,106,109,108,51.859932,0.140069,547468,220092,0,0,7,9,15,4.0,0.7333333333333333,60
353,Northgate Primary School,60,199,60,0.0,0.0,0.0,60.0,0.0,0.0,61.0,47.0,59.0,33.0,2018,138539,0.86,0.19,1.5,1.2,0.4,108,107,107,51.875982,0.149548,548068,221896,0,3,6,10,12,1.0,1.0166666666666666,60
354,Richard Whittington Primary School (The),45,115,35,24.0,9.0,2.0,35.0,442.66,650.66,35.0,32.0,21.0,27.0,2018,117346,0.63,0.07,-0.7,-3,1,104,106,106,51.856471,0.155255,548525,219738,1,1,6,11,13,2.0,0.7777777777777778,31-59
355,_St Joseph's Catholic Primary School,45,101,58,0.0,0.0,0.0,58.0,0.0,0.0,54.0,27.0,13.0,8.0,2018,117425,0.98,0.24,4.4,4.1,3.2,110,111,109,51.867714,0.149256,548075,220976,1,4,8,10,12,1.0,1.2,31-59
356,St Michael's C of E VA Primary (Bishop's Stortford) **,30,101,30,0.0,0.0,0.0,30.0,0.0,0.0,34.0,22.0,26.0,20.0,2018,117426,0.71,0.29,3.7,-0.4,0.8,111,111,108,51.869508,0.157868,548662,221193,1,3,10,10,12,1.0,1.1333333333333333,30
357,Summercroft Primary School *,60,141,60,0.0,0.0,0.0,60.0,0.0,0.0,60.0,39.0,27.0,16.0,2018,137351,0.84,0.13,4.2,0.2,5.2,109,109,110,51.873395,0.178698,550083,221668,1,1,4,9,11,2.0,1.0,60
358,Thorley Hill Primary School,30,142,30,12.0,8.0,10.0,30.0,607.73,920.05,31.0,43.0,40.0,28.0,2018,117230,0.87,0.23,2.4,0.4,0.8,109,110,107,51.857648,0.161715,548966,219882,1,1,6,11,13,2.0,1.0333333333333334,30
359,Thorn Grove Primary School,30,90,28,11.0,13.0,4.0,28.0,637.3,30496.72,26.0,16.0,23.0,26.0,2018,117277,0.61,0.14,-2.3,-0.5,-0.2,103,107,105,51.864168,0.171948,549649,220628,0,0,7,10,11,3.0,0.8666666666666667,30
360,Windhill21 *,60,217,60,0.0,0.0,0.0,60.0,0.0,0.0,58.0,59.0,47.0,55.0,2018,141851,0.82,0.16,4.9,2.7,3.6,107,110,106,51.869135,0.155613,548508,221147,2,3,10,10,12,2.0,0.9666666666666667,60
361,Cowley Hill Primary School,60,162,60,30.0,13.0,17.0,60.0,1075.12,1161.27,57.0,45.0,36.0,24.0,2018,117099,0.68,0.12,-1.6,3.3,1.3,103,106,106,51.664028,-0.27329,519521,197550,2,4,9,11,16,2.0,0.95,60
362,Kenilworth Primary School,30,130,30,17.0,7.0,6.0,30.0,924.69,469.66,35.0,33.0,34.0,27.0,2018,117183,0.48,0.04,-4.5,-4.7,-3.9,102,104,102,51.654813,-0.258807,520547,196549,0,4,7,10,14,2.0,1.1666666666666667,30
363,Meryfield Primary School,60,157,60,22.0,15.0,23.0,60.0,735.2,1254.56,59.0,33.0,36.0,29.0,2018,145351,0.59,0.09,0.6,3.5,-0.3,104,106,103,51.664072,-0.287314,518551,197532,0,2,8,12,16,2.0,0.9833333333333333,60
364,Monksmead School,30,191,30,15.0,15.0,0.0,30.0,704.12,0.0,52.0,72.0,44.0,23.0,2018,117219,0.63,0.03,0.2,-1,-1.8,106,106,104,51.654287,-0.268181,519900,196475,1,3,8,9,12,2.0,1.7333333333333334,30
365,Parkside Community Primary School School,60,69,47,19.0,5.0,5.0,47.0,380.34,1881.1,26.0,19.0,10.0,14.0,2018,117562,0.43,0,-4.7,0.1,-4.4,100,101,100,51.670005,-0.281031,518970,198202,0,3,7,13,16,3.0,0.43333333333333335,60
366,Saffron Green Primary School,30,62,30,20.0,8.0,2.0,30.0,686.93,575.78,33.0,4.0,8.0,18.0,2018,117195,0.5,0.05,-1.6,-0.2,-2.6,103,104,102,51.651274,-0.253002,520958,196165,0,1,6,9,12,2.0,1.1,30
367,St Teresa's Catholic Primary School **,30,71,30,0.0,0.0,0.0,30.0,0.0,0.0,36.0,11.0,14.0,10.0,2018,117466,0.71,0.11,-0.1,4.2,2.2,103,105,105,51.660199,-0.270934,519694,197128,0,0,0,0,0,2.0,1.2,30
368,Summerswood Primary School,60,107,60,21.0,30.0,8.0,60.0,1154.51,1585.99,39.0,24.0,23.0,24.0,2018,117182,0.53,0.04,-3.9,-2.5,-5,102,105,101,51.650522,-0.269018,519852,196055,2,3,9,10,13,2.0,0.65,60
369,Woodlands Primary School,30,146,30,7.0,5.0,18.0,30.0,878.36,849.97,39.0,52.0,30.0,23.0,2018,117181,0.64,0.07,-2.9,-1.9,-2.4,102,106,102,51.66674,-0.271813,519616,197854,1,3,8,12,16,2.0,1.3,30
370,Yavneh Primary **,60,191,60,0.0,0.0,0.0,60.0,0.0,0.0,92.0,54.0,23.0,21.0,2018,142862,,,,,,,,,51.654287,-0.268181,519900,196475,1,3,8,9,12,,1.5333333333333334,60
371,Bovingdon Primary Academy,60,125,60,25.0,22.0,13.0,60.0,1684.77,5575.93,58.0,29.0,24.0,14.0,2018,136857,0.78,0.19,1,0.9,2.5,106,108,107,51.72351,-0.531129,501556,203775,0,0,0,1,8,1.0,0.9666666666666667,60
372,Breachwood Green JMI School,15,13,8,3.0,2.0,3.0,8.0,857.47,8014.77,8.0,3.0,2.0,0.0,2018,117119,0.35,0.12,-5.2,-3.8,-6.5,104,104,100,51.885107,-0.327651,515198,222049,0,0,0,0,4,2.0,0.5333333333333333,<30
373,Brookmans Park School,45,116,45,0.0,0.0,0.0,45.0,0.0,0.0,56.0,25.0,15.0,20.0,2018,117570,0.8,0.13,3.3,0.4,1.6,110,109,108,51.72435,-0.201523,524319,204378,0,0,1,4,15,2.0,1.2444444444444445,31-59
374,Broxbourne CE Primary,30,157,30,0.0,0.0,0.0,30.0,0.0,0.0,33.0,64.0,31.0,30.0,2018,117437,0.78,0.16,-0.2,-1.5,-0.6,107,108,106,51.741555,-0.017826,536954,206620,0,1,4,7,19,1.0,1.1,30
375,Wormley C of E Primary School (VC),60,138,60,31.0,24.0,5.0,60.0,1535.63,1006.06,67.0,32.0,28.0,10.0,2018,117400,0.61,0.05,-3.9,-3.5,-1.2,103,107,105,51.736725,-0.018833,536899,206081,0,1,4,6,21,2.0,1.1166666666666667,60
376,Sandon JMI School,14,31,11,8.0,3.0,0.0,11.0,2641.97,0.0,11.0,6.0,5.0,10.0,2018,117147,0.44,0.22,0.2,-7.2,-1.7,109,109,107,51.991892,-0.078276,532046,234348,0,0,0,0,0,2.0,0.7857142857142857,<30
377,Bournehall Primary School,30,176,30,11.0,15.0,4.0,30.0,1300.93,478.17,40.0,54.0,49.0,32.0,2018,117296,0.9,0.27,3.8,0.9,2.1,111,112,109,51.649366,-0.362051,513419,195778,0,3,6,14,35,1.0,1.3333333333333333,30
378,Bushey & Oxhey Infant School,60,178,60,23.0,36.0,1.0,60.0,813.76,444.53,62.0,47.0,40.0,31.0,2018,117242,0.6,0.12,0.4,-3.2,-2,105,105,103,51.6471,-0.375661,512483,195505,1,2,8,21,34,2.0,1.0333333333333334,60
379,_Bushey Heath Primary School,30,170,30,18.0,12.0,0.0,30.0,378.47,0.0,56.0,53.0,35.0,27.0,2018,117088,0.93,0.3,2.6,2.6,4.1,110,112,111,51.636873,-0.341345,514883,194421,0,1,4,7,24,1.0,1.8666666666666667,30
380,Highwood Primary School,60,126,60,20.0,24.0,16.0,60.0,1448.35,1659.86,57.0,31.0,24.0,13.0,2018,117089,0.67,0.08,0.3,-1.3,-0.1,105,105,105,51.666004,-0.375838,512424,197607,0,1,4,16,40,2.0,0.95,60
381,Little Reddings Primary School *,60,63,51,0.0,0.0,0.0,51.0,0.0,0.0,32.0,12.0,9.0,10.0,2018,137861,0.72,0.06,1,0.3,-1.6,105,107,102,51.647608,-0.355277,513892,195593,0,2,5,11,32,2.0,0.5333333333333333,60
382,Sacred Heart Catholic Primary School & Nursery (Bushey) **,40,98,40,0.0,0.0,0.0,40.0,0.0,0.0,45.0,20.0,12.0,22.0,2018,117488,0.69,0.1,1.3,0.8,-1.1,107,108,104,51.644052,-0.371131,512804,195173,1,2,8,18,33,2.0,1.125,31-59
383,Hartsbourne Primary School,30,104,30,21.0,7.0,2.0,30.0,1616.92,934.09,29.0,26.0,23.0,25.0,2018,145256,0.87,0.13,2,-0.6,0.7,109,111,108,51.631069,-0.342351,514828,193774,0,1,2,7,21,2.0,0.9666666666666667,30
384,Andrews Lane Primary School,30,98,30,13.0,3.0,14.0,30.0,647.84,2764.66,23.0,13.0,31.0,32.0,2018,117302,0.57,0.07,2,1.7,1.8,104,106,104,51.709972,-0.054843,534492,203039,0,5,8,16,21,2.0,0.7666666666666667,30
385,Bonneygrove Primary School,60,107,55,24.0,11.0,18.0,55.0,810.12,8970.95,43.0,17.0,24.0,22.0,2018,117366,0.43,0.07,-1.7,-3.5,-2.4,103,104,102,51.701922,-0.056346,534412,202141,0,2,9,15,19,2.0,0.7166666666666667,60
386,Brookland Infant and Nursery School,90,172,90,34.0,19.0,37.0,90.0,882.25,1806.49,78.0,37.0,32.0,27.0,2018,117233,0.53,0.05,-1.6,-1.2,-2.9,103,103,102,51.709854,-0.028881,536286,203074,0,2,8,15,20,2.0,0.8666666666666667,>60
387,Burleigh Primary School,60,166,60,29.0,11.0,20.0,60.0,456.25,1136.58,64.0,49.0,26.0,25.0,2018,117367,0.67,0.09,0,-0.1,0.7,103,105,104,51.704857,-0.039258,535584,202499,1,4,12,15,19,2.0,1.0666666666666667,60
388,Dewhurst St Mary C of E Primary School,30,79,30,13.0,4.0,13.0,30.0,595.14,2735.76,25.0,17.0,19.0,17.0,2018,117415,0.64,0.04,0.1,-1.7,-1.5,105,107,104,51.705089,-0.047252,535031,202510,0,4,10,14,20,2.0,0.8333333333333334,30
389,Downfield Primary School,60,119,60,28.0,21.0,11.0,60.0,550.84,2338.04,58.0,24.0,23.0,14.0,2018,117255,0.6,0.07,-0.2,-1.5,2.1,102,107,105,51.69937,-0.028917,536315,201908,0,4,10,15,19,2.0,0.9666666666666667,60
390,Fairfields Primary School & Nursery (Cheshunt),60,251,60,26.0,30.0,4.0,60.0,1382.56,480.52,90.0,85.0,53.0,23.0,2018,117334,0.72,0.13,1.8,1.8,2.7,105,107,106,51.714901,-0.0587,534211,203580,1,3,7,13,22,2.0,1.5,60
391,Flamstead End School (Cheshunt) *,60,280,60,0.0,0.0,0.0,60.0,0.0,0.0,98.0,108.0,45.0,29.0,2018,139545,0.71,0.13,-0.4,-0.2,0.6,105,107,106,51.715727,-0.057014,534325,203675,2,3,7,13,22,1.0,1.6333333333333333,60
392,Millbrook Primary & Nursery School,30,83,23,8.0,2.0,6.0,23.0,239.87,2773.96,13.0,30.0,26.0,14.0,2018,117379,0.6,0.07,-0.3,1.2,-0.8,102,106,102,51.706156,-0.034078,535938,202653,1,4,11,15,19,3.0,0.43333333333333335,30
393,St Paul's Catholic Primary School **,30,54,25,0.0,0.0,0.0,25.0,0.0,0.0,20.0,13.0,13.0,8.0,2018,117492,0.53,0.03,-1,1.7,-0.9,102,104,102,51.715572,-0.051418,534712,203668,1,3,8,13,22,2.0,0.6666666666666666,30
394,Chorleywood Primary School,30,115,30,17.0,11.0,2.0,30.0,530.67,1460.83,35.0,37.0,27.0,16.0,2018,117093,0.93,0.3,3.8,0.6,3.3,111,112,110,51.646612,-0.523237,502274,195234,0,1,3,6,10,2.0,1.1666666666666667,30
395,Christ Church Chorleywood C of E School **,30,82,30,0.0,0.0,0.0,30.0,0.0,0.0,34.0,17.0,19.0,12.0,2018,139507,0.9,0.34,2.9,3.3,4.7,110,114,112,51.658057,-0.503912,503585,196534,0,0,3,7,13,1.0,1.1333333333333333,30
396,Russell School (The),30,62,20,8.0,4.0,8.0,20.0,481.04,144169.0,17.0,20.0,18.0,7.0,2018,117098,0.77,0.1,1.9,1.4,-3,109,105,104,51.655109,-0.52753,501958,196173,0,1,2,4,10,2.0,0.5666666666666667,30
397,Cockernhoe Endowed C of E Primary School **,15,16,9,0.0,0.0,0.0,9.0,0.0,0.0,9.0,6.0,1.0,0.0,2018,117446,0.64,0.09,-0.1,-3.7,-4.3,107,106,102,51.899181,-0.364861,512602,223556,0,0,0,0,2,2.0,0.6,<30
398,Codicote C of E Primary VC School,30,82,30,25.0,5.0,0.0,30.0,413.95,0.0,42.0,23.0,11.0,6.0,2018,117392,0.7,0.07,-1.1,2.7,-0.2,104,107,105,51.848485,-0.239525,521361,218119,0,0,0,1,10,1.0,1.4,30
399,Colney Heath JMI School,30,62,30,17.0,13.0,0.0,30.0,1205.7,0.0,34.0,2.0,18.0,8.0,2018,117145,0.58,0.19,-1.9,1.7,-2.3,104,106,103,51.740461,-0.261687,520121,206069,0,0,0,3,25,2.0,1.1333333333333333,30
400,Harvey Road Primary School,30,184,30,17.0,12.0,1.0,30.0,579.5,356.38,40.0,49.0,80.0,15.0,2018,117131,0.9,0.3,3.5,-0.7,3,112,112,111,51.645343,-0.448555,507444,195200,0,1,5,8,29,1.0,1.3333333333333333,30
401,Yorke Mead Primary School,60,162,60,23.0,20.0,15.0,60.0,674.6,3222.06,45.0,63.0,39.0,14.0,2018,117130,0.67,0.1,0.8,0.1,0.5,105,106,105,51.651781,-0.449911,507335,195914,0,2,4,9,32,2.0,0.75,60
402,Cuffley School **,60,110,60,0.0,0.0,0.0,60.0,0.0,0.0,57.0,9.0,25.0,19.0,2018,117565,0.71,0.14,-0.2,-1.2,0.2,106,106,106,51.703746,-0.112267,530543,202242,0,0,2,4,13,2.0,0.95,60
403,Little Munden CE Voluntary Controlled Primary School,15,17,9,8.0,0.0,1.0,9.0,0.0,6738.66,9.0,2.0,3.0,3.0,2018,117402,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,51.879132,-0.062893,533436,221836,0,0,0,0,4,2.0,0.6,<30
404,All Saints C E (VA) Primary (Datchworth) **,30,63,21,0.0,0.0,0.0,21.0,0.0,0.0,20.0,14.0,22.0,7.0,2018,117430,0.68,0.14,2.2,1.1,-0.8,107,108,104,51.857632,-0.163786,526552,219265,0,0,2,5,14,2.0,0.6666666666666666,30
405,St Nicholas Elstree C of E VA Primary School **,30,28,30,0.0,0.0,0.0,30.0,0.0,0.0,13.0,3.0,9.0,3.0,2018,117431,0.61,0.04,-1.6,-4,-0.9,105,105,105,51.645141,-0.296439,517969,195412,0,0,1,10,18,2.0,0.43333333333333335,30
406,Essendon C of E VC Primary School,15,19,10,5.0,3.0,2.0,10.0,783.81,6529.34,9.0,2.0,3.0,5.0,2018,117393,0.6,0.2,1,4.9,0.6,105,106,105,51.761613,-0.153367,527540,208605,0,0,0,0,16,2.0,0.6,<30
407,Flamstead Village School,15,41,15,3.0,8.0,4.0,15.0,803.44,2987.68,16.0,13.0,6.0,6.0,2018,117100,0.88,0,1.3,-1.9,-2.4,111,109,107,51.815867,-0.437164,507826,214181,0,0,0,0,7,2.0,1.0666666666666667,<30
408,Furneux Pelham Church of England School,20,32,14,7.0,5.0,2.0,14.0,2663.83,10750.0,13.0,9.0,6.0,4.0,2018,117394,0.84,0.21,-1,-0.8,-2,108,107,107,51.931125,0.080848,543164,227891,0,0,0,0,1,1.0,0.65,<30
409,Graveley Primary School,16,52,16,4.0,6.0,6.0,16.0,1332.25,3290.84,15.0,14.0,15.0,9.0,2018,117395,0.71,0.07,2,-0.9,-1.6,108,103,104,51.934862,-0.21453,522847,227767,0,0,1,7,26,2.0,0.9375,<30
410,St John The Baptist VA C of E Primary School **,30,57,24,0.0,0.0,0.0,24.0,0.0,0.0,21.0,15.0,10.0,10.0,2018,117432,0.73,0.12,-0.1,1.1,-0.9,106,105,104,51.793143,-0.012432,537170,212367,0,0,2,9,22,2.0,0.7,30
411,Crabtree Infants' School *,60,302,60,25.0,35.0,0.0,60.0,698.72,0.0,89.0,90.0,89.0,35.0,2018,140708,0.94,0.36,4.1,2.1,2.4,112,112,110,51.815974,-0.340106,514516,214341,1,4,8,10,14,1.0,1.4833333333333334,60
412,Grove Infant & Nursery School (The),90,221,90,27.0,53.0,10.0,90.0,2568.64,3800.71,77.0,35.0,66.0,43.0,2018,117258,0.79,0.13,-0.2,-2,-1.4,109,108,107,51.808334,-0.337669,514703,213495,0,3,6,10,17,2.0,0.8555555555555555,>60
413,Harpenden Academy *,60,53,20,0.0,0.0,0.0,20.0,0.0,0.0,18.0,6.0,7.0,22.0,2018,143648,0.5,0.14,3.5,-0.3,0.1,107,106,104,51.815976,-0.352883,513635,214321,1,4,9,10,12,3.0,0.3,60
414,High Beeches Primary School,60,280,60,25.0,18.0,17.0,60.0,1136.82,1124.13,57.0,123.0,60.0,41.0,2018,117342,0.87,0.23,4.9,0.7,2.7,112,111,109,51.813455,-0.336668,514759,214066,1,2,7,10,14,1.0,0.95,60
415,Lea Primary School (The),30,72,26,11.0,9.0,6.0,26.0,557.3,3940.0,25.0,16.0,14.0,17.0,2018,117327,0.52,0.03,0.7,-3.7,-0.8,107,106,104,51.830017,-0.353957,513526,215881,0,1,7,10,12,2.0,0.8333333333333334,30
416,Manland Primary School,30,151,26,11.0,12.0,3.0,26.0,480.05,2089.72,22.0,29.0,47.0,54.0,2018,117103,0.8,0.27,4.7,1.4,1.9,110,109,107,51.823585,-0.347904,513959,215175,0,3,9,10,13,2.0,0.7333333333333333,30
417,Roundwood Primary School,45,172,46,24.0,20.0,2.0,46.0,1056.45,682.25,49.0,55.0,40.0,28.0,2018,117211,0.66,0.14,0.5,-3.3,0.5,109,110,109,51.819799,-0.371736,512326,214717,0,0,6,10,11,1.0,1.0888888888888888,31-59
418,Sauncey Wood Primary School,30,47,24,12.0,6.0,6.0,24.0,544.29,13171.0,21.0,6.0,12.0,8.0,2018,117102,0.5,0.18,-0.7,-1.3,-0.7,104,104,104,51.827522,-0.336977,514702,215630,0,1,6,9,13,2.0,0.7,30
419,St Dominic Catholic Primary School **,30,67,30,0.0,0.0,0.0,30.0,0.0,0.0,38.0,8.0,13.0,8.0,2018,117478,0.83,0.37,4.4,2.1,1.6,113,112,110,51.811365,-0.351136,513767,213811,0,4,7,10,13,1.0,1.2666666666666666,30
420,St Nicholas C of E VA Primary (Harpenden) **,22,49,13,0.0,0.0,0.0,13.0,0.0,0.0,7.0,12.0,14.0,16.0,2018,117434,0.91,0.18,2.4,-0.6,1.8,112,113,110,51.816388,-0.358038,513279,214359,1,2,10,10,12,2.0,0.3181818181818182,<30
421,Wood End School,60,141,60,24.0,19.0,17.0,60.0,2238.46,9821.24,56.0,52.0,14.0,19.0,2018,117358,0.83,0.41,3.1,0.6,2.5,112,111,110,51.82664,-0.381386,511644,215463,0,0,3,6,11,1.0,0.9333333333333333,60
422,Birchwood Avenue Primary School,30,106,30,12.0,12.0,6.0,30.0,617.35,2706.81,30.0,25.0,28.0,23.0,2018,132105,0.53,0.07,0.1,0.6,1.6,102,106,104,51.769394,-0.227125,522429,209344,0,2,7,10,22,2.0,1.0,30
